unmon_N_in_packets,unmon_N_out_packets,unmon_in_first_thirty,unmon_out_first_thirty,unmon_out_fraction,unmon_in_fraction,unmon_out_std,unmon_in_std,unmon_out_mean,unmon_in_mean,unmon_N_packets,unmon_time_fraction,unmon_sum_N,unmon_incoming_packets_size,unmon_outgoing_packets_size,unmon_total_packets_size,y
5093,346,21,9,0.063614635,0.936385365,1556.853661,1671.366073,2754.888474,2206.453757,5439,161.3467814,10878,-2607616,177152,-2430464,-1
9447,510,21,9,0.0512202471,0.948779753,2856.403047,3004.804909,5035.067641,3940.429412,9957,860.5877269,19914,-4836864,261120,-4575744,-1
2711,277,22,8,0.0927041499,0.90729585,841.2728661,1006.558732,1523.015492,1215.418773,2988,300,5976,-1388032,141824,-1246208,-1
510,71,20,10,0.122203098,0.877796902,160.2832933,195.8583852,302.1372549,211,581,99.82817869,1162,-261120,36352,-224768,-1
9325,629,20,10,0.0631906771,0.936809323,2863.415576,2950.566909,5019.116139,4360.535771,9954,553,19908,-4774400,322048,-4452352,-1
7654,309,21,9,0.0388044707,0.961195529,2282.440831,2638.510708,3998.304155,3578.142395,7963,557.6330532,15926,-3918848,158208,-3760640,-1
9530,440,27,3,0.0441323972,0.955867603,2857.858615,3042.578811,5041.511647,3772.338636,9970,1349.120433,19940,-4879360,225280,-4654080,-1
609,92,21,9,0.131241084,0.868758916,196.5203142,236.7101162,353.5977011,333.8043478,701,62.09034544,1402,-311808,47104,-264704,-1
9328,622,17,13,0.0625125628,0.937487437,2841.764672,3070.676576,5052.95744,3813.88746,9950,779.7805643,19900,-4775936,318464,-4457472,-1
4429,638,20,10,0.125912769,0.874087231,1482.83974,1313.264685,2526.143825,2588.537618,5067,229.1723202,10134,-2267648,326656,-1940992,-1
6140,661,17,13,0.0971915895,0.902808411,1918.564159,2326.719051,3377.405537,3620.167927,6801,130.8891455,13602,-3143680,338432,-2805248,-1
3152,653,16,14,0.171616294,0.828383706,969.8632229,1221.710956,1714.702094,2811.905054,3805,71.3615904,7610,-1613824,334336,-1279488,-1
2075,319,20,10,0.133249791,0.866750209,678.2686959,767.4752806,1189.965301,1246.510972,2394,152.3870146,4788,-1062400,163328,-899072,-1
3020,506,21,9,0.143505389,0.856494611,996.8047282,1123.498991,1737.981126,1915.806324,3526,382.0151679,7052,-1546240,259072,-1287168,-1
9533,431,18,12,0.0432557206,0.956744279,2854.376933,3238.661931,5015.911885,4243.484919,9964,1285.677419,19928,-4880896,220672,-4660224,-1
9591,383,27,3,0.0383998396,0.96160016,2871.270831,2987.65205,5015.531123,4285.550914,9974,960.8863198,19948,-4910592,196096,-4714496,-1
1041,89,17,13,0.0787610619,0.921238938,316.4953358,422.2619,568.1940442,533.988764,1130,177.672956,2260,-532992,45568,-487424,-1
2120,155,25,5,0.0681318681,0.931868132,652.3499563,710.984245,1142.645755,1074.458065,2275,42.05175601,4550,-1085440,79360,-1006080,-1
4028,1280,19,11,0.241145441,0.758854559,1326.599692,1437.355156,2250.264896,3926.577344,5308,101.9005567,10616,-2062336,655360,-1406976,-1
2290,364,21,9,0.137151469,0.862848531,746.7112238,876.905017,1319.458079,1378.093407,2654,49.92475546,5308,-1172480,186368,-986112,-1
524,79,22,8,0.131011609,0.868988391,172.9879999,179.460127,305.4064885,279.4050633,603,54.03225806,1206,-268288,40448,-227840,-1
1532,154,20,10,0.0913404508,0.908659549,465.8340992,628.7778211,862.4967363,654.5194805,1686,119.7443182,3372,-784384,78848,-705536,-1
69,12,22,8,0.148148148,0.851851852,22.93890226,19.70758455,43.66666667,25.66666667,81,10.99050204,162,-35328,6144,-29184,-1
8828,1056,19,11,0.106839336,0.893160664,2789.26719,3286.795361,4874.961373,5507.112689,9884,822.9808493,19768,-4519936,540672,-3979264,-1
1950,181,20,10,0.0849366495,0.915063351,608.1434078,650.5928355,1085.39641,857.0331492,2131,124.8388987,4262,-998400,92672,-905728,-1
44,21,20,10,0.323076923,0.676923077,18.11948121,20.02175687,33.34090909,32.28571429,65,15.22248244,130,-22528,10752,-11776,-1
703,113,16,14,0.138480392,0.861519608,229.1870768,256.6522473,421.8776671,325.2743363,816,52.81553398,1632,-359936,57856,-302080,-1
4355,362,20,10,0.076743693,0.923256307,1337.66175,1619.611766,2350.614696,2459.878453,4717,127.4176121,9434,-2229760,185344,-2044416,-1
1100,110,27,3,0.0909090909,0.909090909,343.3996105,383.9264226,617.3545455,486.9545455,1210,138.4439359,2420,-563200,56320,-506880,-1
222,34,18,12,0.1328125,0.8671875,70.24828442,61.15698926,138.7432432,61.61764706,256,16.71018277,512,-113664,17408,-96256,-1
1827,81,22,8,0.0424528302,0.95754717,543.936406,621.8308082,967.2211275,667.5679012,1908,271.7948718,3816,-935424,41472,-893952,-1
7466,930,21,9,0.110767032,0.889232968,2339.35695,2830.483368,4075.95004,5182.325806,8396,262.7856025,16792,-3822592,476160,-3346432,-1
5759,652,20,10,0.101700203,0.898299797,1836.065497,1971.599003,3193.160445,3319.409509,6411,211.6540112,12822,-2948608,333824,-2614784,-1
3247,157,17,13,0.0461222092,0.953877791,971.56109,1184.868283,1707.190022,1605.503185,3404,114.5742174,6808,-1662464,80384,-1582080,-1
436,96,17,13,0.180451128,0.819548872,144.9222788,167.3098083,283.5573394,189.03125,532,82.22565688,1064,-223232,49152,-174080,-1
5062,479,21,9,0.0864464898,0.91355351,1569.081804,1871.108432,2745.785855,3037.45929,5541,258.4421642,11082,-2591744,245248,-2346496,-1
3233,214,17,13,0.0620829707,0.937917029,984.0883497,1141.950368,1731.651407,1608.406542,3447,263.9356815,6894,-1655296,109568,-1545728,-1
6362,299,21,9,0.0448881549,0.955111845,1901.603454,2329.717194,3331.028607,3330.391304,6661,248.8233097,13322,-3257344,153088,-3104256,-1
6281,514,20,10,0.0756438558,0.924356144,1937.977526,2219.812449,3381.637797,3597.94358,6795,205.6598063,13590,-3215872,263168,-2952704,-1
2767,401,26,4,0.126578283,0.873421717,891.7397275,1007.173271,1540.421756,1888.650873,3168,124.1865935,6336,-1416704,205312,-1211392,-1
1003,127,20,10,0.112389381,0.887610619,324.9677363,333.9357866,561.2881356,598.7637795,1130,40.47277937,2260,-513536,65024,-448512,-1
9599,382,21,9,0.0382727182,0.961727282,2872.401198,3003.655858,5020.24388,4256.151832,9981,1007.16448,19962,-4914688,195584,-4719104,-1
8072,824,17,13,0.0926258993,0.907374101,2544.237156,2772.863705,4479.078295,4148.951456,8896,201.4036676,17792,-4132864,421888,-3710976,-1
1477,93,17,13,0.0592356688,0.940764331,448.3902177,512.7557977,792.0907244,680.827957,1570,115.4411765,3140,-756224,47616,-708608,-1
7740,1192,19,11,0.133452754,0.866547246,2584.633046,2369.881203,4336.314599,5311.831376,8932,167.0781893,17864,-3962880,610304,-3352576,-1
9635,352,20,10,0.0352458196,0.96475418,2872.883902,3108.126676,5011.754437,4508.022727,9987,761.784897,19974,-4933120,180224,-4752896,-1
6056,451,22,8,0.0693099739,0.930690026,1839.655062,2017.601655,3338.780548,2115.572062,6507,122.2660654,13014,-3100672,230912,-2869760,-1
4078,682,22,8,0.143277311,0.856722689,1369.501839,1400.662192,2386.706964,2343.38563,4760,99.10472621,9520,-2087936,349184,-1738752,-1
6238,466,20,10,0.0695107399,0.93048926,1928.960153,1754.420818,3424.348189,2390.72103,6704,165.4491609,13408,-3193856,238592,-2955264,-1
1830,207,20,10,0.101620029,0.898379971,580.1886204,653.1436363,1020.438251,1006.285024,2037,60.37344398,4074,-936960,105984,-830976,-1
6589,352,19,11,0.0507131537,0.949286846,1983.003917,2337.993783,3486.838974,3174.514205,6941,140.1372905,13882,-3373568,180224,-3193344,-1
9157,794,27,3,0.0797909758,0.920209024,2866.901122,2833.452985,5040.485858,4232.301008,9951,686.7494824,19902,-4688384,406528,-4281856,-1
9630,356,19,11,0.0356499099,0.96435009,2869.879144,3176.563038,5010.374559,4537.033708,9986,858.6414445,19972,-4930560,182272,-4748288,-1
3771,812,20,10,0.177176522,0.822823478,1286.007293,1325.438465,2162.182445,2894.884236,4583,104.7303473,9166,-1930752,415744,-1515008,-1
284,28,22,8,0.0897435897,0.91025641,87.75454339,94.48644083,161.9471831,101.25,312,27.20139494,624,-145408,14336,-131072,-1
9277,660,19,11,0.0664184361,0.933581564,2871.893718,2722.500488,5019.888865,4253.70303,9937,456.6636029,19874,-4749824,337920,-4411904,-1
2220,157,20,10,0.0660496424,0.933950358,676.4734876,745.1311334,1210.898649,879.3503185,2377,204.7372954,4754,-1136640,80384,-1056256,-1
9543,432,22,8,0.0433082707,0.956691729,2877.510865,2885.298535,5008.961647,4524.951389,9975,280.1966292,19950,-4886016,221184,-4664832,-1
3789,170,20,10,0.0429401364,0.957059864,1134.550229,1279.003669,1993.337556,1682.729412,3959,436.9757174,7918,-1939968,87040,-1852928,-1
5802,269,25,5,0.04430901,0.95569099,1748.361161,1789.527946,3055.498104,2615.449814,6071,204.4107744,12142,-2970624,137728,-2832896,-1
2791,149,19,11,0.0506802721,0.949319728,835.4468674,1066.510042,1468.772841,1502.852349,2940,238.4428224,5880,-1428992,76288,-1352704,-1
5347,175,20,10,0.0316914162,0.968308584,1590.171325,1694.527358,2768.581635,2545.125714,5522,539.7849462,11044,-2737664,89600,-2648064,-1
7594,542,16,14,0.0666175025,0.933382498,2346.450456,2353.066591,4092.849091,3727.343173,8136,459.9208592,16272,-3888128,277504,-3610624,-1
37,14,20,10,0.274509804,0.725490196,13.84285171,15.99425917,27.67567568,21.57142857,51,13.78378378,102,-18944,7168,-11776,-1
1117,88,19,11,0.0730290456,0.926970954,339.9247461,385.1230388,618.52641,405.9204545,1205,132.8555678,2410,-571904,45056,-526848,-1
5034,440,27,3,0.0803799781,0.919620022,1577.174467,1608.412993,2725.755463,2871.868182,5474,155.7768924,10948,-2577408,225280,-2352128,-1
9621,362,24,6,0.0362616448,0.963738355,2869.197792,3146.605763,5013.436961,4422.262431,9983,720.2741703,19966,-4925952,185344,-4740608,-1
9239,694,20,10,0.0698681164,0.930131884,2833.663112,3218.768562,5014.108562,4339.85879,9933,1046.680717,19866,-4730368,355328,-4375040,-1
464,39,24,6,0.0775347913,0.922465209,144.0650781,144.8484256,257.1185345,191.1025641,503,37.56534727,1006,-237568,19968,-217600,-1
72,19,20,10,0.208791209,0.791208791,24.07578297,32.06814075,48.09722222,38.05263158,91,8.625592417,182,-36864,9728,-27136,-1
9450,513,21,9,0.0514905149,0.948509485,2859.39018,3006.574109,5034.726878,4010.7154,9963,793.2324841,19926,-4838400,262656,-4575744,-1
267,38,21,9,0.124590164,0.875409836,84.65788097,105.566238,156.5692884,127.9210526,305,15.47437849,610,-136704,19456,-117248,-1
5419,473,21,9,0.0802783435,0.919721656,1679.515128,1906.088248,2921.812327,3229.338266,5892,159.4155844,11784,-2774528,242176,-2532352,-1
2139,165,18,12,0.0716145833,0.928385417,648.1048157,783.0656313,1178.099579,820.6363636,2304,175.3424658,4608,-1095168,84480,-1010688,-1
3086,253,21,9,0.075771189,0.924228811,954.0792563,1076.338308,1669.861957,1671.683794,3339,62.7749577,6678,-1580032,129536,-1450496,-1
9399,562,21,9,0.0564200381,0.943579962,2835.813923,3436.445241,4951.997659,5466.040925,9961,597.1822542,19922,-4812288,287744,-4524544,-1
4045,298,22,8,0.0686161639,0.931383836,1249.805023,1288.675123,2186.918418,1969.5,4343,102.9390851,8686,-2071040,152576,-1918464,-1
2547,147,21,9,0.0545657016,0.945434298,777.4838438,757.1450524,1358.310561,1160.190476,2694,161.3173653,5388,-1304064,75264,-1228800,-1
4702,446,17,13,0.0866355866,0.913364413,1473.751173,1571.501987,2606.447256,2237.692825,5148,107.3842303,10296,-2407424,228352,-2179072,-1
672,73,15,15,0.0979865772,0.902013423,206.3482773,256.7004529,385.2782738,259.9726027,745,64.05846948,1490,-344064,37376,-306688,-1
5167,638,19,11,0.109905254,0.890094746,1668.141897,1710.221719,2868.130637,3185.398119,5805,131.8718764,11610,-2645504,326656,-2318848,-1
4408,701,22,8,0.137208847,0.862791153,1430.310654,1698.230788,2507.212795,2855.493581,5109,282.7338129,10218,-2256896,358912,-1897984,-1
9137,797,25,5,0.0802295148,0.919770485,2841.409989,2997.857139,4885.655795,5905.781681,9934,733.1365314,19868,-4678144,408064,-4270080,-1
7679,857,27,3,0.100398313,0.899601687,2436.280873,2615.017766,4196.980987,4909.333722,8536,208.7551969,17072,-3931648,438784,-3492864,-1
8877,996,22,8,0.100881191,0.899118809,2798.781536,3174.637477,4852.698659,5688.348394,9873,503.9816233,19746,-4545024,509952,-4035072,-1
4804,550,20,10,0.102726933,0.897273067,1541.434185,1577.919848,2666.45587,2773.965455,5354,100.4314388,10708,-2459648,281600,-2178048,-1
2900,232,21,9,0.0740740741,0.925925926,883.1492129,1128.678355,1575.030345,1459.87069,3132,94.19548872,6264,-1484800,118784,-1366016,-1
8557,1287,23,7,0.130739537,0.869260463,2875.915234,2602.894725,4920.153442,4938.101787,9844,625.4129606,19688,-4381184,658944,-3722240,-1
312,81,19,11,0.20610687,0.79389313,107.5116364,132.2068544,201.8814103,178.1975309,393,8.881355932,786,-159744,41472,-118272,-1
964,71,17,13,0.0685990338,0.931400966,290.2865912,315.1772106,535.096473,285.8732394,1035,147.6462197,2070,-493568,36352,-457216,-1
1952,242,18,12,0.11030082,0.88969918,638.7974993,587.2776896,1095.234631,1115.772727,2194,104.725537,4388,-999424,123904,-875520,-1
9627,357,21,9,0.0357572115,0.964242788,2877.125357,2995.424287,5004.673834,4664.215686,9984,806.4620355,19968,-4929024,182784,-4746240,-1
291,67,16,14,0.187150838,0.812849162,98.88675247,114.7546668,187.3436426,145.4328358,358,35.55114201,716,-148992,34304,-114688,-1
4625,337,17,13,0.0679161628,0.932083837,1421.562854,1467.466597,2521.482378,1932.780415,4962,155.9886828,9924,-2368000,172544,-2195456,-1
6042,369,22,8,0.0575573234,0.942442677,1835.292794,2071.694203,3220.860808,2962.669377,6411,116.7334304,12822,-3093504,188928,-2904576,-1
2395,346,27,3,0.126231302,0.873768698,775.1786173,886.4370575,1354.643424,1484.219653,2741,132.0963855,5482,-1226240,177152,-1049088,-1
9431,527,27,3,0.0529222735,0.947077726,2882.382504,2711.742537,4997.61107,4655.390892,9958,1212.911084,19916,-4828672,269824,-4558848,-1
3994,402,21,9,0.0914467698,0.90855323,1255.510035,1384.960637,2215.402103,2030.572139,4396,287.1325931,8792,-2044928,205824,-1839104,-1
4345,438,21,9,0.0915743257,0.908425674,1372.925659,1409.064229,2356.798389,2741.203196,4783,154.041868,9566,-2224640,224256,-2000384,-1
584,62,18,12,0.0959752322,0.904024768,178.4713069,247.7268393,320.385274,352.8387097,646,23.90821614,1292,-299008,31744,-267264,-1
3949,201,20,10,0.0484337349,0.951566265,1199.709949,1152.323864,2083.641935,1915.537313,4150,86.01036269,8300,-2021888,102912,-1918976,-1
3941,452,21,9,0.102890963,0.897109037,1260.660689,1331.52549,2194.909668,2215.225664,4393,240.4488232,8786,-2017792,231424,-1786368,-1
6436,294,26,4,0.0436849926,0.956315007,1924.168932,2189.127311,3398.866532,2635.068027,6730,294.9167397,13460,-3295232,150528,-3144704,-1
8078,731,19,11,0.0829833125,0.917016687,2460.868916,3317.318849,4404.544565,4410.032832,8809,250.6829824,17618,-4135936,374272,-3761664,-1
2574,216,18,12,0.0774193548,0.922580645,789.4434176,953.658355,1378.876068,1593.601852,2790,182.7111984,5580,-1317888,110592,-1207296,-1
9591,391,20,10,0.0391705069,0.960829493,2870.774761,3089.985513,5012.512043,4476.086957,9982,1523.969466,19964,-4910592,200192,-4710400,-1
905,102,21,9,0.101290963,0.898709037,290.1724696,263.5598933,518.2298343,377.745098,1007,67.13333333,2014,-463360,52224,-411136,-1
1077,121,21,9,0.101001669,0.898998331,343.2928819,367.5356915,598.454039,608.8099174,1198,32.43975088,2396,-551424,61952,-489472,-1
9649,340,21,9,0.0340374412,0.965962559,2875.548298,3062.932101,5012.159187,4508.032353,9989,756.1695685,19978,-4940288,174080,-4766208,-1
5217,526,27,3,0.0915897614,0.908410239,1648.189572,1741.068265,2854.196856,3048.576046,5743,253.1070956,11486,-2671104,269312,-2401792,-1
149,22,25,5,0.128654971,0.871345029,48.3432085,51.8552499,88.83221477,66.81818182,171,13.61464968,342,-76288,11264,-65024,-1
214,12,25,5,0.0530973451,0.946902655,63.80365225,81.30856863,115.182243,83.5,226,61.74863388,452,-109568,6144,-103424,-1
3650,281,18,12,0.0714830832,0.928516917,1133.296937,1150.94961,1959.885479,2045.423488,3931,254.7634478,7862,-1868800,143872,-1724928,-1
7022,388,20,10,0.0523616734,0.947638327,2123.851497,2276.666444,3746.022643,2972.123711,7410,171.4087439,14820,-3595264,198656,-3396608,-1
9520,450,22,8,0.0451354062,0.954864594,2867.720652,2906.807422,5033.822269,3963.215556,9970,317.6170755,19940,-4874240,230400,-4643840,-1
3459,196,25,5,0.053625171,0.946374829,1050.073326,1105.640127,1843.379879,1556.576531,3655,129.1063229,7310,-1771008,100352,-1670656,-1
5521,473,22,8,0.0789122456,0.921087754,1685.406568,2187.273119,2995.737185,3018.07611,5994,292.9618768,11988,-2826752,242176,-2584576,-1
857,119,19,11,0.12192623,0.87807377,276.9305381,310.6997674,494.6371062,444.302521,976,21.1027027,1952,-438784,60928,-377856,-1
863,64,18,12,0.0690399137,0.930960086,260.6134672,341.5548114,468.9188876,397.671875,927,104.3918919,1854,-441856,32768,-409088,-1
108,37,20,10,0.255172414,0.744827586,40.94894086,42.0526471,77.21296296,60.7027027,145,26.70349908,290,-55296,18944,-36352,-1
1116,342,16,14,0.234567901,0.765432099,395.0499404,469.3595796,686.5654122,869.6023392,1458,71.89349112,2916,-571392,175104,-396288,-1
86,26,19,11,0.232142857,0.767857143,32.44997815,22.98481619,62.37209302,37.07692308,112,20.4007286,224,-44032,13312,-30720,-1
4198,450,21,9,0.0968158348,0.903184165,1310.245334,1596.097063,2306.126012,2495.908889,4648,107.3937153,9296,-2149376,230400,-1918976,-1
2137,190,20,10,0.0816501934,0.918349807,664.4025469,711.4714892,1184.058961,938.3894737,2327,58.80717715,4654,-1094144,97280,-996864,-1
826,92,18,12,0.100217865,0.899782135,255.598498,334.9112775,464.2506053,416.8478261,918,90.35433071,1836,-422912,47104,-375808,-1
9346,605,21,9,0.0607979098,0.93920209,2842.578975,3192.664687,5028.853948,4159.515702,9951,497.55,19902,-4785152,309760,-4475392,-1
3848,499,26,4,0.11479181,0.88520819,1241.59464,1332.54974,2145.492204,2393.835671,4347,83.83799421,8694,-1970176,255488,-1714688,-1
4317,712,23,7,0.141578843,0.858421157,1461.769528,1384.040011,2496.311791,2628.310393,5029,156.6178761,10058,-2210304,364544,-1845760,-1
2753,313,19,11,0.10208741,0.89791259,879.6237736,929.2494859,1526.26117,1597.169329,3066,62.75071633,6132,-1409536,160256,-1249280,-1
9199,729,23,7,0.0734286865,0.926571313,2837.08995,3075.815582,4894.951299,5842.111111,9928,863.3043478,19856,-4709888,373248,-4336640,-1
9419,538,23,7,0.0540323391,0.945967661,2860.026699,3031.204688,5018.689776,4284.133829,9957,971.4146341,19914,-4822528,275456,-4547072,-1
508,99,16,14,0.163097199,0.836902801,165.7070708,210.4862247,313.8484252,253.4646465,607,11.33520075,1214,-260096,50688,-209408,-1
5404,286,22,8,0.0502636204,0.94973638,1623.611321,1812.799181,2884.822539,2102.496503,5690,562.8090999,11380,-2766848,146432,-2620416,-1
1474,69,21,9,0.0447180817,0.955281918,442.0747068,480.174731,780.1031208,598.8985507,1543,233.4341906,3086,-754688,35328,-719360,-1
9383,578,20,10,0.0580263026,0.941973697,2852.92187,3211.090093,4995.18704,4750.693772,9961,505.1217039,19922,-4804096,295936,-4508160,-1
5502,362,23,7,0.0617326057,0.938267394,1658.661862,2117.021426,2910.217557,3271.168508,5864,194.687915,11728,-2817024,185344,-2631680,-1
7760,1831,22,8,0.190908143,0.809091857,2783.999517,2544.945857,4602.825129,5614.698525,9591,200.1460768,19182,-3973120,937472,-3035648,-1
9321,618,20,10,0.0621792937,0.937820706,2850.840283,2966.060271,5034.636198,3995.122977,9939,771.0628394,19878,-4772352,316416,-4455936,-1
1338,103,21,9,0.0714781402,0.92852186,408.7450211,496.726832,725.5859492,661.4271845,1441,79.04552935,2882,-685056,52736,-632320,-1
3161,212,21,9,0.0628520605,0.93714794,953.1588917,1215.265784,1670.911104,1926.891509,3373,201.7344498,6746,-1618432,108544,-1509888,-1
870,87,22,8,0.0909090909,0.909090909,264.0253802,354.2300548,491.4149425,354.8505747,957,23.2563791,1914,-445440,44544,-400896,-1
440,74,21,9,0.143968872,0.856031128,140.2227547,182.3593688,249.3295455,306.0810811,514,50.69033531,1028,-225280,37888,-187392,-1
